"doc_id","PublicDescription","topic_response","Domain","Level_1","Level_2","combined_features","Primary_Sector","Secondary_Sector"
469,"This project is a collaboration between Statkraft and the National Physical Laboratory (NPL). It aims to develop a methodology to measure accurately the photovoltaic (PV) power degradation rate within a large-scale solar PV power plant. ,Degradation rate is a core parameter for solar project's financial models, which are used to forecast long-term revenues, perform project valuation, etc. This key rate represents the yearly loss in capability of generating energy. In summary, it is how much your power installed capacity degrades per year.,,Historically, industry bases its rate on research institute papers and manufacturer rates. However, such rates are based on previous iterations of technologies and different operating conditions, leading to considerable uncertainty in the actual rate.,,Measuring degradation rates on operational solar PV power plants is not a trivial task. There are multiple uncertainty factors involved. In academic research, degradation rates are measured in a device-per-device basis, which is not commercially feasible at scale. In industry, a common alternative is to use long-term datasets (\>5 years) of the PV system performance collected at system or inverter (subsystem) level. However, such an approach can be problematic, as data may not be properly curated throughout time, causing significant amount of data to be filtered out, reducing the sample representativeness.,,PV systems also operate in an uncontrolled environment. It is a challenge to disentangle genuine degradation from variable weather and seasonal effects.,,This project presents a unique intersection of Metrology and Statistics challenge. On successful completion, it will provide commercial means of accurately assessing the power degradation of solar PV power plants.","Domain: Renewable Energy Level 1: Solar Power Plants Level 2: Degradation Rate MeasurementS Domain: Renewable Energy Level 1: Solar Power Plants Level 2: Accurate Measurement of PV Power Degradation Rate","Renewable Energy","Solar Power Plants","Degradation Rate MeasurementS Domain: Renewable Energy Level 1: Solar Power Plants Level 2: Accurate Measurement of PV Power Degradation Rate","Renewable Energy Solar Power Plants Degradation Rate MeasurementS Domain: Renewable Energy Level 1: Solar Power Plants Level 2: Accurate Measurement of PV Power Degradation Rate","Energy/Electricity","Research/Technology Development"
631,"Project FEMTO-2ND (say \femtosecond\"""," Domain: Physics Level 1: Ultrafast Phenomena Level 2: Femtosecond Laser Dynamics","Physics","Ultrafast Phenomena","Femtosecond Laser Dynamics","Physics Ultrafast Phenomena Femtosecond Laser Dynamics","Research and Development","Nanotechnology"
653,"This project will develop an implant to reduce pain and restore mobility to patients suffering from injuries to the cartilage in their knees. The implant is made from a novel material called FibroFix™ which is formed from a protein extracted from silk fibres called fibroin. The properties of fibroin give FibroFix™ devices unique advantages, allowing them to be very strong, smooth and resilient like cartilage itself, while also capable of regenerating new cartilage tissue. This will allow the FibroFix™ implant to be used to treat large injuries to the articular cartilage in the knee where the painful condition osteoarthritis may already be present. The project will finalise development of this implant and complete testing in animal and laboratory trials, demonstrating that it is both safe and effective. Once this has been achieved, the project will investigate the implant’s performance in a clinical trial."," Domain: Biomedical Engineering Level 1: Development of FibroFix™ Knee Implant Level 2: Clinical Trial for Osteoarthritis Treatment","Biomedical Engineering","Development of FibroFix™ Knee Implant","Clinical Trial for Osteoarthritis Treatment","Biomedical Engineering Development of FibroFix™ Knee Implant Clinical Trial for Osteoarthritis Treatment","Healthcare","Biotechnology"
12,"\**SIGNIFICANCE**"," Domain: Agriculture Level 1: Precision Farming Level 2: High Precision Spatial Experimentation on Farm Fields","Agriculture","Precision Farming","High Precision Spatial Experimentation on Farm Fields","Agriculture Precision Farming High Precision Spatial Experimentation on Farm Fields","Economy","Research"
243,"Young people have been hardest hit by the COVID pandemic, with huge disruption in education and now increasing unemployment in this demographic. ,The Young-Digital-Earners project will extend the functionality of our product to integrated financial savings and transactions. Specifically, we want to include functionality that will allow young people on the platform to progress from earning money to establishing earnings and savings goals and making choices around where their earnings are distributed. We are developing this capability through an established team which already has experience in designing and financial apps and has a close understanding of the economics and technology involved in this new application.,,By developing this functionality we will become a 1-stop-shop for young people to find opportunities to earn money and to then save/distribute their earnings. It will create a stronger relationship with our customers and open up opportunities for partnerships with banks / financial services providers.,,MyPocketSkill is an award-winning edtech/fintech company, recent successes include:,,* 2020 finalists in the Great British Entrepreneur Awards (Startup Category),* Zara, cofounder, was named earlier this year on TechInvest's Women in Finance Powerlist (Women Shaping the Future of Finance).,* Featured in NatWest's 2019 \#PowerUp-100, a list of 100 startups, chosen from 10,000 who \stand out for having a significant impact on their local communities and on the national economy"," Domain: Finance/Technology Level 1: Financial Management for Young People Level 2: Integrated Savings and Transactions for Youth on a Digital Platform","Finance/Technology","Financial Management for Young People","Integrated Savings and Transactions for Youth on a Digital Platform","Finance/Technology Financial Management for Young People Integrated Savings and Transactions for Youth on a Digital Platform","Financial Services","Technology/Education"
365,"Pennog Ltd (t/a Pennotec) provides innovative, biorefinery processes that convert food manufacturing by-product streams into high value products for consumers and industries seeking sustainable alternatives, which deliver superior health, environmental and societal benefits. We seek to deliver a substantial commercial impact to the UK economy by simultaneously lowering food manufacturers' environmental footprint and costs and creating a greener supply chain for high value health food supplements with 11% CAGR growth in Europe, thus supporting the food industry's contribution to achieving net zero by 2040\.","Domain: Sustainable alternatives Level 1: Biorefinery processes Level 2: Conversion of food manufacturing by-product streams","Sustainable alternatives","Biorefinery processes","Conversion of food manufacturing by-product streams","Sustainable alternatives Biorefinery processes Conversion of food manufacturing by-product streams","Manufacturing","Biotechnology"
494,"OptimESM will develop a novel generation of Earth system models (ESMs), combining high-resolution with an unprecedented representation of key physical and biogeochemical processes. These models will be used to deliver cutting-edge and policy-relevant knowledge around the consequences of reaching or exceeding different levels of global warming, including the risk of rapid change in key Earth system phenomena and the regional impacts arising both from the level of global warming and the occurrence of abrupt changes. OptimESM will realise these goals by bringing together four ESM groups with Integrated Assessment Modelling teams, as well as experts in model evaluation, Earth system processes, machine learning, climate impacts and science communication. OptimESM will further develop new policy-relevant emission and land use scenarios, including ones that realise the Paris Agreement, and others that temporarily or permanently overshoot the Paris Agreement targets. Using these scenarios, OptimESM will deliver long-term projections that will increase our understanding of the risk for triggering potential tipping points in phenomena such as, ice sheets, sea ice, ocean circulation, marine ecosystems, permafrost, and terrestrial ecosystems. OptimESM will further our understanding of the processes controlling such tipping points, attribute the risk of exceeding various tipping points to the level of global warming, and develop a range of techniques to forewarn the occurrence of tipping points in the real world. Artificial Intelligence (AI-) methods for statistical downscaling will be developed and applied to improve our understanding of the effect of long-term global change and tipping points on regional climate, particularly extreme events. New knowledge and data from OptimESM will be actively communicated to other disciplines, such as the impacts and policy research communities, as well as the general public. This knowledge will provide a solid foundation for actionable science-based policies."," Domain: Earth System Modeling Level 1: Development and Integration of Novel ESMs Level 2: Utilizing Advanced Techniques and Data for Tipping Point Attribution and Prediction","Earth System Modeling","Development and Integration of Novel ESMs","Utilizing Advanced Techniques and Data for Tipping Point Attribution and Prediction","Earth System Modeling Development and Integration of Novel ESMs Utilizing Advanced Techniques and Data for Tipping Point Attribution and Prediction","Research/Economy","Climate Science/Integrated Assessment Modeling/Science Communication/Artificial Intelligence/Machine Learning"
172,"The pandemic has challenged healthcare providers around the world as they deliver care for patients with non-COVID-19 cardiovascular and respiratory conditions. By necessity, remote consultations have rapidly replaced many in-person clinics and assessments. In parallel, patients have also quickly adopted the convenience of medical monitoring in the home as they have become skilled, activated, and empowered by self-care. ,While the pandemic has driven this rapid adoption of innovation, it has also had a significant negative impact on patients recovering from heart procedures and from hospital stays due to non-coronavirus-related respiratory episodes.,,Many in-person cardiac rehabilitation programmes and their equivalent for patients with lung disease (pulmonary rehabilitation) have closed and these services may not re-open for a considerable time. For example, the waiting times for a pulmonary rehabilitation programme after leaving hospital in some areas is now over 12 months.,,The progression of a patient along their care pathway begins before they are discharged from hospital in a process which we prefer to call \recovery\"" rather than \""rehabilitation.\"" A chain of healthcare professionals work with patients at distinct stages of recovery and"," Domain: Healthcare Level 1: Remote Healthcare Consultations and Monitoring during the Pandemic Level 2: Impact on Patient Recovery from Cardiovascular and Respiratory Conditions","Healthcare","Remote Healthcare Consultations and Monitoring during the Pandemic","Impact on Patient Recovery from Cardiovascular and Respiratory Conditions","Healthcare Remote Healthcare Consultations and Monitoring during the Pandemic Impact on Patient Recovery from Cardiovascular and Respiratory Conditions","Healthcare","Medical Technology"
279,"This project is to help GB rail embrace data and use it to improve services for passengers and cut costs. It is to kick start rail industry adoption of our innovative Trainserv software though user trials to prepare Trainserv for commercialisation and demonstrate the benefits to 8 rail organisations: Network Rail, TfL, HS2 and rail operators including LNER (London North Eastern Railway), MTR Crossrail, GWR (Great Western Railway), GTR (Govia Thameslink Railway) and ARL (Arriva Rail London). Trainserv helps rail organisations put the passenger first, improve timetables, performance, safety and save energy. How? Trainserv democratises data by integrating multiple sources real-time and converting into easy to use information to improve. Data sources include on-train data from the “blackbox” (On-train data recorder/OTDR) and Train Management System, GPS, Timetable Advisory Systems (TAS), signaling, network infrastructure, timetable and we are currently adding passengers. Users include planning, performance, control, station staff, and train crew, in particular drivers and driver managers. Trainserv is a continuous improvement tool to help measure and understand variability on the railway and help rail staff to reduce it. Variability includes train running times and station stop times, and service recovery strategies when there are delays. The trials will help us prepare and improve Trainserv for for widescale rollout and users and organisations understand how they can use the information provided by Trainserv to improve and demonstrate its value to the industry. These rail organisations want to use Trainserv to “do more for less”. Every rail organization we have approached to partner with us for this trial has said yes. They have seen the potential and want to use the trials to help the industry agree and get the December 21 timetable right, improve driving to improve safety and reduce run-time variability and understand and reduce dwell-time variability."," Domain: Transportation/ Rail Industry Level 1: Data Utilization for Rail Improvement Level 2: Implementation of Trainserv Software and User Trials","Transportation/ Rail Industry","Data Utilization for Rail Improvement","Implementation of Trainserv Software and User Trials","Transportation/ Rail Industry Data Utilization for Rail Improvement Implementation of Trainserv Software and User Trials","Transportation","Technology"
8,"This project is about enabling artists to efficiently deliver and deploy Real-Time Simulation of Virtual Garments at a quality level suitable for fashion garment design, and promotion on the catwalk and on the web."," Domain: Fashion Technology Level 1: Virtual Garment Design and Deployment Level 2: Real-Time Simulation Techniques","Fashion Technology","Virtual Garment Design and Deployment","Real-Time Simulation Techniques","Fashion Technology Virtual Garment Design and Deployment Real-Time Simulation Techniques","Technology","Fashion Design/Marketing"
471,"JRP are a unique business that helps manufacturing businesses improve their resource efficiency, reduce costs and minimise their environmental impact. ,Working with an impressive portfolio of customers that includes businesses such as Wells & Young's, Burton's, McVitie’s, Ambrosia and a major Global Power Systems manufacturer JRP has an enviable track record in helping businesses meet their own business objectives and needs by:-,,• Optimising operating costs,• Reducing energy consumption,• Improving resource efficiency,• Improving plant performance,• Implementation of practical improvement projects,• Improving service delivery,,An innovation voucher will help us achieve our objectives in further enhancing our innovative energy reduction solutions to achieve a step change in performance and energy saving.,"," Domain: Business/Energy Efficiency Level 1: Resource Efficiency Solutions for Manufacturing Businesses Level 2: Innovation Voucher for Energy Reduction Solutions","Business/Energy Efficiency","Resource Efficiency Solutions for Manufacturing Businesses","Innovation Voucher for Energy Reduction Solutions","Business/Energy Efficiency Resource Efficiency Solutions for Manufacturing Businesses Innovation Voucher for Energy Reduction Solutions","Environmental Technology","Manufacturing"
175,"The overall objective of the project is to perfect a system for encapsulating a wood veneer into a glass fibre moulding for the application of racing boats. Many boat owners desire boats that have an aesthetically pleasing authentic wooden finish, which are still suitable for racing. However, in the recent years wooden boats sales have fallen due to their significant expense and slow production time due to the labour intensive building methods used, and time consuming and expensive annual maintenance of finishing the boats. There is a business opportunity for us to offer a Glass Reinforced Plastic (GRP) protected, infused wood veneer boat, which would have the benefits of a modern GRP manufactured process combined with the traditional look of a wooden finish. The advantages to the boat purchaser include a great looking “wooden” boat which is attractive to the traditional buyers at a competitive price with lower maintenance costs. It would also help open up the market to non-competitive sailors. The return on investment for this Experimental Development project cost is 200% over 5 years, helping grow our sales 50% above current levels and maintaining or even increasing our current level of exports from 80% by year 5 post commercialisation."," Domain: Maritime Technology Level 1: Wood Veneer and Glass Fibre Composite Boats Level 2: Development of GRP Infused Wood Veneer Boats for Racing Applications","Maritime Technology","Wood Veneer and Glass Fibre Composite Boats","Development of GRP Infused Wood Veneer Boats for Racing Applications","Maritime Technology Wood Veneer and Glass Fibre Composite Boats Development of GRP Infused Wood Veneer Boats for Racing Applications","Manufacturing","Shipbuilding/Boatbuilding"
572,NA," Domain: Education Level 1: Educational Technologies Level 2: Virtual and Augmented Reality in Learning environments","Education","Educational Technologies","Virtual and Augmented Reality in Learning environments","Education Educational Technologies Virtual and Augmented Reality in Learning environments",NA,NA
643,"To develop low cost data loggers for monitoring water projects in developing regions, to ensure their continued success in providing clean drinking water."," Domain: Engineering Level 1: Data Logging Level 2: Low Cost Solutions for Water Project Monitoring","Engineering","Data Logging","Low Cost Solutions for Water Project Monitoring","Engineering Data Logging Low Cost Solutions for Water Project Monitoring","Technology","Water Management"
129,"To design our built environment is of significant importance in divided communities as it forms the platform for cross group interaction. To develop new and innovative Architectural responses for City, Community and Educational spaces."," Domain: Architecture Level 1: Community Design Level 2: Social Integration within the Built Environment","Architecture","Community Design","Social Integration within the Built Environment","Architecture Community Design Social Integration within the Built Environment","Architecture","Education"
136,"This project will deliver a prototype that will perform automatic travel optimisation and scheduling for field-based workers."," Domain: Technology Level 1: Automation and Optimization Level 2: Automated Scheduling for Field-Based Workers ","Technology","Automation and Optimization","Automated Scheduling for Field-Based Workers ","Technology Automation and Optimization Automated Scheduling for Field-Based Workers","Services","Technology/Transportation"
408,"Company: Niander Aurora Limited (Aurora): Aurora have developed an initial digital and have a highly experienced team with extensive industry experience, supported by UK/global advisory board of top insurance providers. ,Aurora is a holistic, digital platform seeking to augment how commercial insurance is purchased and managed. Working with customers on a direct basis or via selected broking partners, we cater to micro, small and medium businesses.,,With Aurora, customers can get personalised, real-time quotations, compare insurance providers and transfer and mitigate risk in a uniquely tailor-made way. All while benefiting from analytics and data driven education and advice.,,Issue/demand: Aurora have been approached by the insurance industry and SMEs to resolve a continuing unmet/unresolved market need. Traditionally insurers sell off-the-shelf package products with coverages that a customer may not need, as well as coverages missing that they do need. This may be due to some insurers only offering types of covers or insurance within specific segments or may be an amalgamation of the cheapest insurance quote by cover. Also, it is acknowledged by insurers that these policies have evolved incrementally, resulting in very large, hard to read/inconsistent documents with conflicting wording and policy limits.,,Solution: To develop Aurora's Algorithmic Trading (AT-AURORA) - an innovative digital trading product to meet market need by delivering uniquely tailor personalised packages of insurance cover online in 15mins (instead of industry standard of 4/5 weeks) with each cover priced individually and amalgamated in real-time into an appropriate, single, coherent (understandable) insurance package. Project funding will be to design, develop and deliver an MVP consisting of three modules: a co-insurance mechanism, computable contracts proposition, and algorithmic trading/underwriting, each interoperable with Aurora's existing platform."," Domain: Insurtech Level 1: Digital Platform for Commercial Insurance Level 2: Algorithmic Trading for Personalized Insurance Packages","Insurtech","Digital Platform for Commercial Insurance","Algorithmic Trading for Personalized Insurance Packages","Insurtech Digital Platform for Commercial Insurance Algorithmic Trading for Personalized Insurance Packages","Economy","Insurance Industry/Small and Medium Businesses"
207,"CherSoft are a leading supplier of charts and navigation technology to maritime users. Over the last three years we have developed the concept of the Universal Chart Server (UCS). This,is in response to a unique market opportunity, arising from future requirements for,commercial vessels in terms of electronic chart supply. These require commercial vessels to,carry Electronic Chart and Display Systems (ECDIS) from 2017. Up to date Electronic,Navigation Chart (ENC) data is essential and a legal requirement for their correct use.,Authorities may impound vessels without updated charts and impose fines of $50,000 a day,on the owners. Operators also lose precious ‘slots’ in at-capacity shipping lanes. Our,commercial experience has taught us that maritime shipping is slow to adopt internet,technology. Intuitively, this is due to the high cost of satellite connectivity, which is the only,practical mechanism for offshore vessels to access the internet. Furthermore, vessels incur,large fees associated with the necessary data subscription tariffs. Data transfer via satellites,typically costs several $ a minute via a data subscription, or costing vessels $9,500 per year on,an annual tariff.,We propose meeting these badly met market needs by developing a universal chart integration,and display system that integrates all 15,000 charts from all major global providers in a single,coherent form. We will deliver an innovative step change through new compression and,decompression technology that will reduce the bandwidth requirements for satellite ENC,updating. We will make ENC update leaner still, by targeting only essential and relevant,information. Our target is a 50% reduction in total data transferred per update. This will,significantly reduce the user’s costs, from individual sailor to commercial fleet alike.,Enhanced safety from 24/7 updated maps, bringing all users in line with necessary legislative,compliance are further benefits."," Domain: Maritime Technology Level 1: Maritime Navigation and Charts Level 2: Universal Chart Server (UCS) and Electronic Chart and Display Systems (ECDIS)","Maritime Technology","Maritime Navigation and Charts","Universal Chart Server (UCS) and Electronic Chart and Display Systems (ECDIS)","Maritime Technology Maritime Navigation and Charts Universal Chart Server (UCS) and Electronic Chart and Display Systems (ECDIS)","Transportation and Logistics","Technology/Navigation and Charting"
234,"Creative Composites, Engenuity Ltd, WMG and Simutence will be working together with Spirit Aerosystems to develop a new software solution to predict the structural performance of SMC composite materials and enable their use in aerospace applications. SMC is a discontinuous fibre, moulded composite commonly used for performance automotive applications. Its carbon fibre reinforced variants (known as C-SMC) can have higher specific strength and stiffness than aluminium, with lower material cost and cycle time than continuous CFRP. ,The consortium will develop a software tool that can accurately predict the variable behaviour of these materials taking into account the effect of flow during moulding. Bridging a gap in predictive analysis and opening up the aerospace industry to more applications of this low-cost, light weighting technology. The project will include the design optimisation and manufacture of a structural aircraft component to validate this new software tool, and demonstrate how it can enable C-SMC to compete with conventional aerospace materials."," Domain: Aerospace Technology Level 1: Predictive Analysis and Design Optimization Level 2: Composite Material Applications in Aerospace Industry","Aerospace Technology","Predictive Analysis and Design Optimization","Composite Material Applications in Aerospace Industry","Aerospace Technology Predictive Analysis and Design Optimization Composite Material Applications in Aerospace Industry","Aerospace","Automotive Design/Advanced Materials"
115,"We are looking at the steps required to build a hardware and software based service to record and summarise mental health therapy sessions. It's important for a number of reasons ,* Mental Health trust CEOs expect COVID-19 to induce a significant surge in demand but services have been running close to 100% capacity during the lockdown due to the adoption of telehealth but there's no surplus capacity,* Current vacancy rates for medial personnel in the NHS mental trusts runs at 12.4%, double that for the rest of the NHS exacerbating the situation,* Less than 2m of the 12m a year in the UK with a diagnosable mental health condition get professional help which translates to a estimated cost to the UK of £100Bn (Chief medical officer NHS 2014),,Therapists currently spend 1½ -2 hours a day writing up their notes. Automating the generation of a summary immediately at the end of a session could save an hour a day. The therapist just needs to add their therapeutic notes to the automated summary rather than recall the full session.,,The time saved could allow therapists to offer at least 1 extra session a day which would be a 20% boost in productivity for the NHS. Other benefits are the notes would be more consistent across sessions as unlike therapists, computers are more consistent than humans at boring tasks. They're not subject to the problems of poor human recall, cognitive bias and noise in human decision making. Our technology addresses the problems of privacy and confidentiality by giving control to the people in the room and not some remote cloud based solution with vulnerabilities to hackers. One of the more exciting possibilities is there may be therapeutic effects but that needs to be explored in a subsequent project.,,This project is about extending the technology we have already developed and finding partners in the therapist community to collaborate with to test our assumptions and produce an experimental prototype and a project plan that could provide the basis for a custom designed device to provide a platform for mental health therapists and patients. That would offer the potential to revolutionise training, mental health practice and eventually to revolutionise mental heath care the world over."," Domain: Mental Health Therapy Sessions Level 1: Developing an Automated Summary System Level 2: Implementation and Testing with Therapist Community Collaboration","Mental Health Therapy Sessions","Developing an Automated Summary System","Implementation and Testing with Therapist Community Collaboration","Mental Health Therapy Sessions Developing an Automated Summary System Implementation and Testing with Therapist Community Collaboration","Technology","Healthcare/Education"
665,"This application is focused on the development of novel ways of understanding who might be at risk of having psychotic disorders. Psychosis is a highly challenging mental health condition and will typically result in the individual suffering from hallucinations and delusions. Psychotic episodes can be incredibly dangerous and lead to life changing trauma and fatalities. The condition is a huge burden on the individual, their family, loved ones and the healthcare system. The only way of spotting the warning signs of psychosis today is via direct consultation with a healthcare professional. Consequently, there are many in our society with undiagnosed early-stage psychosis, which poses significant risks to both themselves and those around them. ,The applicants, presenting this application, are leading researchers in the use of digital technologies for the detection of psychosis. In simple terms, this team is developing a set of intuitive tasks that prompt one to speak into a mobile phone and record one's speech patterns. Their initial research has shown that it is then, in principle, possible for software to analyse these spoken responses and determine whether an individual has low, medium or high risk of psychosis. The ultimate goal is to develop a simple and low cost application that can be prescribed to patients to quickly evaluate their risk of psychosis. This would enable high risk individuals to be identified for relevant medical intervention.,,This team of researchers has started a company to develop this software. The vital next step in the development is to conduct a feasibility study to determine if their software prototype is able to discriminate between healthy and higher risk persons from a group of volunteer users. The enclosed application is focused on a programme of R&D to test and refine the diagnostic performance of the software.,,If the team is able to successfully demonstrate that the software works in principle, they will be in a far better position to gain support from clinicians and investors. They will be able to secure the support they need to conduct the formal clinical studies needed to demonstrate the benefits of the solution and its value to healthcare providers.","Domain: Mental Health Level 1: Psychosis Level 2: Early Detection and Diagnosis Domain: Mental Health Level 1: Psychosis Level 2: Digital Technology for Detection","Mental Health","Psychosis","Early Detection and Diagnosis Domain: Mental Health Level 1: Psychosis Level 2: Digital Technology for Detection","Mental Health Psychosis Early Detection and Diagnosis Domain: Mental Health Level 1: Psychosis Level 2: Digital Technology for Detection",NA,NA
85,NA," Domain: Education Level 1: Teaching Strategies Level 2: Blended Learning Methods","Education","Teaching Strategies","Blended Learning Methods","Education Teaching Strategies Blended Learning Methods",NA,NA
64,"This project will deliver a new set of machine learning (AI) models to classify COVID-19 human-based clinical studies with structured data from Cochrane's bioinformatics vocabularies. ,This innovation will enable the discovery, evaluation and synthesis of the most relevant and up-to-date COVID-19 primary evidence from around the world, to answer as quickly and comprehensively as possible specific clinical questions currently being prioritised by clinicians and healthcare policy advisers."," Domain: Healthcare Level 1: Artificial Intelligence (AI) in Medicine Level 2: Machine Learning (ML) Models for COVID-19 Studies","Healthcare","Artificial Intelligence (AI) in Medicine","Machine Learning (ML) Models for COVID-19 Studies","Healthcare Artificial Intelligence (AI) in Medicine Machine Learning (ML) Models for COVID-19 Studies","Technology","Healthcare"
157,"This project aims to develop a universal solar roof tile which could be installed on any roof with any roof tile. Existing solar roof tiles have been limited in their application as compatible,with only a subset of the wide range of roof tiles on the market.,Universality requires the development of a set of robust and cost effective interfaces between,the photovoltaic (PV) tile and the remainder of the roof, including ridges, verges, gutters and a,wide set of geometries. The opportunity is to create the solar equivalent of a Velux window –,universal in its application, cost competitive with traditional solutions and aesthetically,appealing. Fundamentally, it should perform the weatherproofing function of a roof, but also,generate electricity.,The bulk of today’s PV products use a limited palette of materials – notably aluminium and,glass – to create the physical package. This proof of concept will explore a wider set of,materials and manufacturing processes as avenues to potential cost reductions to the non “PVcell”,elements of the system. These investigations and the design should enable ongoing cost,reduction (see appended GTM graph).,Solar cell costs continue to fall so the portion of the final installed cost for a PV system which,relates to mounting structure and installation costs is becoming more important. A universal,solar roof tile will help to reduce the installed cost for PV by utilising existing construction,skills, namely roofers, and removing the need for a costly support structure by using the,building itself as support.,Lowering the overall costs of ownership for a universal PV product means that the number of,roofs which can be used for solar generation will increase. The more consumers that access,solar electricity, the greater the contribution to lowering carbon and reduction of consumer,exposure to rising electricity prices. It also allows consumers to take advantage of the Clean,Energy Cash Back incentive scheme introduced in Apr 2010"," Domain: Renewable Energy Level 1: Universal Solar Roof Tile Level 2: Development of robust and cost-effective interfaces for PV installation on various roof types","Renewable Energy","Universal Solar Roof Tile","Development of robust and cost-effective interfaces for PV installation on various roof types","Renewable Energy Universal Solar Roof Tile Development of robust and cost-effective interfaces for PV installation on various roof types",NA,NA
176,"Current commercial Anaerobic Digestion (AD) plants are inefficient, low-tech and large scale, only capable of reliable operation within a very narrow range of operating conditions. New,Generation Biogas is exploiting research by North Wyke Research into AD and modern,process control technology to develop a high throughput Anaerobic Digester (HTAD). A,significant increase in biogas productivity will radically change the economics of small,Anaerobic Digesters and realise an unfulfilled need for Single Farm AD plants and cost,effective sewage processing by Water Companies. Research strongly indicates that a very,significant increase in biogas productivity can be achieved. A payback period for most,feedstocks of the order of 5 years or less is predicted, significantly less for higher energy,feedstocks.,AD takes place primarily in 2 phases: Hydrolysis during which the feedstock is broken down,into simpler soluble organic compounds and Methanogenesis during which the hydrolysed,feedstock is decomposed and synthesised to produce biogas. Recent laboratory research,indicates that significant improvements can be made in the performance of Hydrolysis in,small reactors on a range of feedstocks through the use of thermal, mechanical and enzyme,pre-treatments. The potential gain in performance arise from operation at lower temperatures,leading to lower plant operating costs and at higher rates leading to reduced reactor size and,reduced capital costs. These when employed with enhanced methanogenesis will lead to,significant gains in biogas productivity. The feasibility study will build on that laboratory,research and aim to demonstrate that the Advanced Hydrolysis results can be reproduced at an,industrial scale and applied within the environment of a highly controlled, high throughput,reactor.,A range of pre-treatments will be tested with a variety of feedstocks. The results will be,developed and then applied in a commercial High Throughput Anaerobic Digester."," Domain: Energy Level 1: Anaerobic Digestion Technology Level 2: Advanced Hydrolysis and Methanogenesis for Increased Biogas Productivity","Energy","Anaerobic Digestion Technology","Advanced Hydrolysis and Methanogenesis for Increased Biogas Productivity","Energy Anaerobic Digestion Technology Advanced Hydrolysis and Methanogenesis for Increased Biogas Productivity","Energy","Waste Management/Sustainable Technology"
212,"HRDH will develop an AI-driven toolset to quickly and easily capture organisations Diversity and Inclusion status and use these datasets to create an AI D&I Impact tool which will for the first time allow organisations to directly link D&I investments to financial and non-financial business results. This will drive organisations to make the right D&I investments to the benefit of organisations and to wider society as they become more diverse."," Domain: Human Resources Level 1: AI-driven Diversity and Inclusion Monitoring Tool Level 2: D&I Impact Tool with Link to Organizational and Societal Benefits","Human Resources","AI-driven Diversity and Inclusion Monitoring Tool","D&I Impact Tool with Link to Organizational and Societal Benefits","Human Resources AI-driven Diversity and Inclusion Monitoring Tool D&I Impact Tool with Link to Organizational and Societal Benefits","Services","Research and Development"
2,"Imagine scrolling on your phone to find opportunities to give help. Just like Deliveroo, but instead of ordering a take-away you're selecting from opportunities to help an elderly person pick up their shopping, provide a youth-mentoring session or drop off surplus food from your cupboard to a local food bank. Imagine the opportunities are based on your exact postcode, so things show up close-by or are able to be done remotely. Imagine that it's all on-demand, so you can scroll those opportunities, select one right now and instantly be able to go and do it. ,onHand is an early stage corporate volunteering platform, with 100+ corporate partners and over 20,000 app users. Those users delivered over 30,000 good deeds across the UK in 2021\. The above opening description is what we have built to date, but there is so much more we can do.,,Our vision for this project is to:,,(1) Extend our platform to cover Environmental impact action, with climate-positive lifestyle pledges and instant CO2e reduction tracking; and,,(2) Continue building our early stage technology for delivering Social good, broadening our service across the issues that matter most.,,Our aim is to become the market leading all-in-one tool to engage employees in Environmental & Social impact.,,onHand's app is bringing social and environmental action into the 21st century. As well as being mobile-first, on-demand and based on your location, we will track impact automatically - from the hour you spent donating food at a local food bank to the CO2e reductions you've made by taking climate-positive lifestyle pledges. Those pledges will include things like eating less meat, ditching the car for public transport, washing your clothes at lower temperatures and many more. All the things we know we should do and all have the potential for mass collective impact.,,Our work in 2021 indicates that our target market - corporates, who use onHand to engage their employees - have a need for the service and limited options that work today. Those corporates are under increasing consumer and employee pressure to do more good, which our tech enables.,,In 2021, 100+ corporates joined onHand and our tests adding Environmental action to the service beat all targets. Through this project onHand has the opportunity to develop a market leading service for the UK and beyond, with tremendous Environmental & Social impact and one which is set for rapid commercialisation.","Domain: Environmental & Social impact Level 1: Corporate Employee Engagement Level 2: Technology-based Solutions for Environmental & Social Impact","Environmental & Social impact","Corporate Employee Engagement","Technology-based Solutions for Environmental & Social Impact","Environmental & Social impact Corporate Employee Engagement Technology-based Solutions for Environmental & Social Impact",NA,NA
